epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,148.916,0.66785,0.55307,0.92756,0.98689,0.98837,0.9928,0.85297,0.57909,0.4788,0.87158,0.0016436,0.0016436,0.0016436
20,156.705,0.67815,0.55107,0.94951,0.98823,0.97656,0.9914,0.84726,0.62077,0.48987,0.86687,0.0016238,0.0016238,0.0016238
21,164.507,0.68327,0.53838,0.94659,0.98684,0.96512,0.97325,0.84965,0.61813,0.5716,0.86826,0.001604,0.001604,0.001604
22,172.296,0.65587,0.52038,0.92863,0.98727,1,0.99431,0.85128,0.60627,0.45319,0.87028,0.0015842,0.0015842,0.0015842
23,180.054,0.63821,0.49957,0.94332,0.97228,1,0.99265,0.85536,0.60825,0.44252,0.86538,0.0015644,0.0015644,0.0015644
24,187.853,0.66752,0.51094,0.95289,0.98374,0.98837,0.99291,0.87756,0.56537,0.42953,0.85777,0.0015446,0.0015446,0.0015446
25,195.701,0.64236,0.49629,0.93041,0.9859,0.98837,0.99455,0.8704,0.57316,0.41433,0.85712,0.0015248,0.0015248,0.0015248
26,203.495,0.62935,0.47394,0.93539,0.98479,1,0.99477,0.876,0.53321,0.389,0.85353,0.001505,0.001505,0.001505
27,211.229,0.62607,0.47072,0.92863,0.98454,1,0.99454,0.86654,0.58056,0.39265,0.85158,0.0014852,0.0014852,0.0014852
28,219.014,0.6416,0.47732,0.93684,0.98694,1,0.99397,0.85114,0.59971,0.39278,0.86035,0.0014654,0.0014654,0.0014654
29,226.774,0.62318,0.46989,0.9241,0.98261,1,0.99489,0.87758,0.5376,0.37995,0.85169,0.0014456,0.0014456,0.0014456
30,234.546,0.60843,0.4686,0.92411,0.98291,1,0.99466,0.88031,0.55901,0.38483,0.85701,0.0014258,0.0014258,0.0014258
31,242.289,0.61426,0.43772,0.91442,0.98213,1,0.99466,0.87414,0.58958,0.37467,0.85954,0.001406,0.001406,0.001406
32,250.052,0.6236,0.45127,0.93111,0.9644,1,0.99397,0.87437,0.57892,0.38831,0.85749,0.0013862,0.0013862,0.0013862
33,257.795,0.60379,0.44342,0.92118,0.98846,0.99645,0.99431,0.87948,0.59179,0.37415,0.86657,0.0013664,0.0013664,0.0013664
34,265.654,0.61388,0.43213,0.9162,0.96845,1,0.99384,0.88915,0.55359,0.36045,0.86556,0.0013466,0.0013466,0.0013466
35,273.403,0.6056,0.44431,0.92228,0.97448,1,0.9942,0.89413,0.53921,0.37213,0.85071,0.0013268,0.0013268,0.0013268
36,281.193,0.59078,0.41234,0.90694,0.96512,1,0.9936,0.87819,0.55439,0.42538,0.85206,0.001307,0.001307,0.001307
37,288.925,0.5968,0.41656,0.90338,0.96409,1,0.99234,0.8883,0.52544,0.40153,0.84053,0.0012872,0.0012872,0.0012872
38,296.774,0.58508,0.41362,0.90472,0.98812,1,0.99477,0.86854,0.57853,0.35667,0.85734,0.0012674,0.0012674,0.0012674
39,304.513,0.60218,0.4146,0.90341,0.98847,0.99699,0.99385,0.89346,0.5541,0.34457,0.85284,0.0012476,0.0012476,0.0012476
40,312.263,0.5885,0.41657,0.92029,0.98661,1,0.99489,0.90078,0.50932,0.33577,0.84182,0.0012278,0.0012278,0.0012278
41,320.01,0.58425,0.41016,0.90228,0.98737,1,0.99397,0.85807,0.57525,0.35343,0.85417,0.001208,0.001208,0.001208
42,327.865,0.57758,0.39466,0.90666,0.98681,1,0.99328,0.8914,0.56023,0.3292,0.84854,0.0011882,0.0011882,0.0011882
43,335.624,0.58547,0.40359,0.90842,0.98655,1,0.99408,0.87886,0.57086,0.34412,0.85094,0.0011684,0.0011684,0.0011684
44,343.389,0.56219,0.39509,0.90344,0.98669,1,0.99431,0.88582,0.52887,0.33672,0.84858,0.0011486,0.0011486,0.0011486
45,351.126,0.57217,0.39392,0.91307,0.98614,1,0.99408,0.89058,0.55465,0.34887,0.85423,0.0011288,0.0011288,0.0011288
46,358.892,0.56233,0.3941,0.90006,0.98796,1,0.99466,0.87315,0.55625,0.33249,0.84973,0.001109,0.001109,0.001109
47,366.649,0.57365,0.39376,0.90609,0.98716,1,0.99454,0.89151,0.50874,0.33031,0.84478,0.0010892,0.0010892,0.0010892
48,374.448,0.55166,0.39266,0.90651,0.98845,0.995,0.99477,0.90416,0.53912,0.33108,0.84006,0.0010694,0.0010694,0.0010694
49,382.197,0.56075,0.38705,0.90586,0.98646,0.98837,0.99431,0.90688,0.537,0.33215,0.8482,0.0010496,0.0010496,0.0010496
50,390.08,0.54604,0.38007,0.89712,0.98697,0.98837,0.9942,0.90832,0.54447,0.33974,0.84901,0.0010298,0.0010298,0.0010298
51,397.81,0.54157,0.3807,0.9066,0.98848,1,0.99431,0.89648,0.56771,0.32491,0.85614,0.00101,0.00101,0.00101
52,405.575,0.52362,0.38236,0.89521,0.98734,0.98837,0.9941,0.9058,0.54387,0.31863,0.84446,0.0009902,0.0009902,0.0009902
53,413.318,0.51888,0.35879,0.88885,0.98649,1,0.99454,0.89982,0.53582,0.30821,0.84221,0.0009704,0.0009704,0.0009704
54,421.083,0.53731,0.36312,0.89731,0.98701,1,0.99466,0.90058,0.5264,0.33451,0.84239,0.0009506,0.0009506,0.0009506
55,428.812,0.5083,0.36334,0.88362,0.98708,1,0.99466,0.90187,0.52061,0.31591,0.83239,0.0009308,0.0009308,0.0009308
56,436.585,0.54885,0.36526,0.90098,0.97335,0.98837,0.98718,0.8838,0.55153,0.32889,0.84036,0.000911,0.000911,0.000911
57,444.305,0.54902,0.37431,0.90948,0.98591,1,0.99477,0.88021,0.53635,0.34614,0.84049,0.0008912,0.0008912,0.0008912
58,452.166,0.50589,0.35531,0.87436,0.98578,1,0.99489,0.90686,0.49348,0.30741,0.83603,0.0008714,0.0008714,0.0008714
59,459.903,0.56848,0.36654,0.91924,0.98751,1,0.99489,0.91217,0.51774,0.31127,0.83338,0.0008516,0.0008516,0.0008516
60,467.672,0.5214,0.36398,0.89954,0.98658,1,0.99489,0.90279,0.52543,0.30276,0.83791,0.0008318,0.0008318,0.0008318
61,475.4,0.52624,0.35281,0.89623,0.98734,1,0.99477,0.91694,0.52189,0.31115,0.83847,0.000812,0.000812,0.000812
62,483.18,0.53057,0.35525,0.89959,0.9935,1,0.995,0.90295,0.52453,0.30356,0.83865,0.0007922,0.0007922,0.0007922
63,490.898,0.52336,0.3616,0.88929,0.98874,1,0.995,0.91174,0.51823,0.30135,0.84464,0.0007724,0.0007724,0.0007724
64,498.655,0.52182,0.35517,0.90026,0.98647,1,0.99454,0.89762,0.52824,0.31029,0.83335,0.0007526,0.0007526,0.0007526
65,506.368,0.50158,0.34809,0.88049,0.98502,0.98837,0.99454,0.91093,0.5274,0.32327,0.83302,0.0007328,0.0007328,0.0007328
66,514.119,0.52677,0.34852,0.88588,0.98248,1,0.99477,0.90869,0.54048,0.32399,0.83462,0.000713,0.000713,0.000713
67,521.942,0.50049,0.34399,0.87768,0.98754,1,0.995,0.91338,0.52931,0.31704,0.83144,0.0006932,0.0006932,0.0006932
68,529.696,0.50628,0.34908,0.88824,0.9862,1,0.99489,0.90145,0.52561,0.30444,0.83228,0.0006734,0.0006734,0.0006734
69,537.42,0.48817,0.33682,0.87728,0.96456,1,0.99077,0.90392,0.51769,0.35113,0.8311,0.0006536,0.0006536,0.0006536
70,545.17,0.47551,0.33345,0.87456,0.98695,1,0.99454,0.90153,0.51505,0.29185,0.8371,0.0006338,0.0006338,0.0006338
71,552.899,0.5018,0.32737,0.87297,0.98589,1,0.99431,0.90288,0.50863,0.2889,0.83381,0.000614,0.000614,0.000614
72,560.651,0.48391,0.32603,0.88051,0.98835,0.98641,0.99431,0.90082,0.49804,0.30049,0.83035,0.0005942,0.0005942,0.0005942
73,568.38,0.4766,0.3206,0.86863,0.98849,0.99827,0.99431,0.91536,0.51488,0.29071,0.83649,0.0005744,0.0005744,0.0005744
74,576.155,0.4802,0.32438,0.87924,0.98844,0.99413,0.99489,0.90874,0.50459,0.30054,0.82835,0.0005546,0.0005546,0.0005546
75,583.901,0.48177,0.32476,0.86836,0.9885,0.99991,0.99489,0.9212,0.49397,0.29114,0.82875,0.0005348,0.0005348,0.0005348
76,591.743,0.45328,0.31722,0.86256,0.98737,1,0.99489,0.91354,0.49689,0.292,0.83787,0.000515,0.000515,0.000515
77,599.487,0.49426,0.32657,0.88372,0.98767,1,0.99477,0.92813,0.4804,0.28584,0.83488,0.0004952,0.0004952,0.0004952
78,607.24,0.48496,0.3272,0.87866,0.98695,1,0.99477,0.92227,0.49138,0.29375,0.83616,0.0004754,0.0004754,0.0004754
79,614.956,0.44768,0.31213,0.86725,0.98666,1,0.99489,0.93164,0.49095,0.287,0.83684,0.0004556,0.0004556,0.0004556
80,622.717,0.44639,0.30219,0.86771,0.9867,1,0.99466,0.92222,0.49136,0.28842,0.83547,0.0004358,0.0004358,0.0004358
81,630.447,0.45559,0.30795,0.87442,0.98646,1,0.99443,0.93156,0.49075,0.28981,0.83143,0.000416,0.000416,0.000416
82,638.195,0.46877,0.31808,0.87852,0.98521,1,0.99466,0.92142,0.50291,0.29187,0.83139,0.0003962,0.0003962,0.0003962
83,645.925,0.45765,0.31244,0.87536,0.98463,1,0.99454,0.92163,0.48131,0.2816,0.82684,0.0003764,0.0003764,0.0003764
84,653.783,0.46149,0.30929,0.87142,0.98598,1,0.99443,0.91014,0.51026,0.29164,0.83951,0.0003566,0.0003566,0.0003566
85,661.523,0.44243,0.30807,0.86365,0.9867,1,0.99454,0.92902,0.48781,0.28156,0.83403,0.0003368,0.0003368,0.0003368
86,669.292,0.46273,0.30831,0.86521,0.98617,1,0.99466,0.93277,0.47528,0.27682,0.83398,0.000317,0.000317,0.000317
87,677.033,0.43877,0.29406,0.85876,0.98599,1,0.99489,0.92503,0.48904,0.26619,0.83651,0.0002972,0.0002972,0.0002972
88,684.78,0.44055,0.29448,0.86708,0.98921,1,0.995,0.91853,0.50075,0.27926,0.83552,0.0002774,0.0002774,0.0002774
89,692.51,0.42336,0.28742,0.85214,0.98822,1,0.995,0.92234,0.49423,0.27765,0.83493,0.0002576,0.0002576,0.0002576
90,700.289,0.44462,0.29802,0.86338,0.98623,1,0.99489,0.92533,0.47656,0.26484,0.82556,0.0002378,0.0002378,0.0002378
91,726.739,0.37627,0.25501,0.81594,0.98574,1,0.995,0.91649,0.46726,0.26444,0.82648,0.000218,0.000218,0.000218
92,734.542,0.38645,0.25573,0.81718,0.98481,1,0.99466,0.91771,0.48252,0.26609,0.82625,0.0001982,0.0001982,0.0001982
93,742.246,0.36561,0.24831,0.82049,0.98547,1,0.99489,0.91636,0.50012,0.26417,0.832,0.0001784,0.0001784,0.0001784
94,749.968,0.36548,0.24558,0.82274,0.98672,1,0.995,0.92972,0.47576,0.25871,0.82828,0.0001586,0.0001586,0.0001586
95,757.676,0.3687,0.24651,0.82196,0.98701,1,0.995,0.92927,0.47895,0.26179,0.83041,0.0001388,0.0001388,0.0001388
96,765.393,0.3561,0.24011,0.81419,0.98746,1,0.995,0.93435,0.48952,0.26449,0.83244,0.000119,0.000119,0.000119
97,773.105,0.35753,0.23807,0.82338,0.98756,1,0.995,0.9307,0.48361,0.26309,0.83219,9.92e-05,9.92e-05,9.92e-05
98,780.816,0.36968,0.24509,0.82553,0.98775,1,0.995,0.93054,0.47822,0.25885,0.8315,7.94e-05,7.94e-05,7.94e-05
99,788.502,0.36332,0.23856,0.81937,0.9879,1,0.995,0.93247,0.47384,0.25696,0.83065,5.96e-05,5.96e-05,5.96e-05
100,796.309,0.36048,0.23904,0.81399,0.98781,1,0.995,0.93036,0.47198,0.25124,0.83029,3.98e-05,3.98e-05,3.98e-05
